,AKT3,ABI1,SH2B3,CDH10,CDH11,AKAP9,CDH17,LHFP,CDK4,CDK6,OLIG2,GPHN,CDKN1A,CDKN1B,FSTL3,STAG1,CDKN2A,CDKN2C,IKZF1,TFG,NDRG1,CDX2,NCOA2,CEBPA,SLC34A2,IGF2BP2,CTCF,POLQ,STAG2,SIX2,9-Sep,MALT1,MLLT11,CLP1,CHD2,CNTRL,CHD4,FGFR1OP,PTPRT,KAT7,SOX21,PSIP1,BAZ1A,WIF1,CHEK2,FKBP9,CSMD3,PWWP2A,RMI2,FAT3,LRIG3,CLTC,CCR4,CCR7,MSI2,CANT1,COL1A1,COL2A1,COL3A1,KLF6,COX6C,CREB1,CREBBP,AMER1,SIRPA,VTI1A,CSF1R,CSF3R,C15orf65,CTNNA2,CTNNB1,CTNND1,CTNND2,MB21D2,CUX1,CYLD,CYP2C8,DAXX,DCC,DCTN1,DDB2,DDIT3,DDX3X,DDX5,DDX6,DDX10,CNBD1,ZNF384,ASXL1,DNM2,DNMT3A,EBF1,EGFR,EIF1AX,ARID2,EIF4A2,ELF3,ELF4,ELK4,ELN,FLCN,EP300,EPAS1,EPHA3,EPHA7,EPS15,ERBB2,ERBB3,ERBB4,ERCC2,AKT1,ERCC3,ERCC4,ERCC5,ERG,AKT2,ESR1,ETV1,ETV4,ETV5,ETV6,MECOM,EWSR1,EXT1,EXT2,EZH2,ALDH2,FANCA,FANCC,FANCD2,FANCE,ACSL3,FANCF,FANCG,FAT1,FBLN2,FCGR2B,JAZF1,FEN1,FES,FGFR1,FGFR3,GPC5,FGFR2,FGFR4,FH,FHIT,CPEB3,NT5C2,SPEN,FNBP1,SETD1B,FOXO1,ERC1,FOXO3,ARHGAP26,FLI1,CIC,6-Sep,FLNA,LARP4B,FLT3,FLT4,CAMTA1,ACSL6,ARHGEF12,CRTC1,DICER1,SF3B1,HEY1,BRD4,LEPROTL1,SUZ12,KAT6B,CBLC,ALK,MTOR,ABL1,FUS,KDSR,NUTM1,PRPF40B,POT1,ZNF521,MDS2,WWTR1,SS18L1,SETBP1,CNTNAP2,LSM14A,GATA1,GATA2,GATA3,CHIC2,LATS2,NBEA,PABPC1,ABL2,SND1,FOXP1,AFF4,GPC3,GLI1,EML4,GNA11,GNAQ,GNAS,BCL9L,FOXR1,HMGN2P46,ANK1,P2RY8,GRIN2A,SETD2,DROSHA,CD274,GRM3,MSH6,TFPT,A1CF,TLX3,H3F3A,H3F3B,CD209,NRG1,HIF1A,HIP1,HLA-A,MNX1,HLF,HMGA1,FOXA1,HNRNPA2B1,TLX1,HOXA9,HOXA11,HOXA13,HOXC11,HOXC13,HOXD11,HOXD13,APC,HRAS,BIRC3,HSP90AA1,HSP90AB1,DNAJB1,TNC,ID3,RSPO2,DCAF12L2,IDH1,IDH2,ECT2L,MACC1,ZNF429,FAS,IKBKB,IL2,IL6ST,IL7R,EIF3E,IRF4,AR,ITGAV,ARAF,ITK,JAK1,JAK2,JAK3,JUN,KCNJ5,MALAT1,KDR,KIF5B,KIT,KLK2,KRAS,RHOA,KTN1,AFF3,LASP1,LCK,LCP1,ARHGAP5,LIFR,RHOH,LMNA,LMO1,LMO2,LPP,ARNT,LYL1,SMAD2,SMAD3,SMAD4,MAF,MAX,MDM2,MDM4,MAP3K1,MEN1,MET,MGMT,CIITA,MITF,MLF1,MLH1,KMT2A,MLLT1,AFF1,MLLT3,MLLT4,MLLT6,FOXO4,MN1,MPL,FAM47C,MSH2,MSN,MTCP1,MUC1,MUC4,MUTYH,MYB,MYC,MYCL,MYCN,MYD88,MYH9,MYH11,ZFHX3,MYO5A,MYOD1,ATF1,NAB2,NACA,NBN,ATIC,ATM,ATP1A1,NF1,NF2,NFATC2,NFE2L2,NFIB,NFKB2,NFKBIE,NONO,CNOT3,NOTCH1,NOTCH2,NPM1,NRAS,NTHL1,NTRK1,NTRK3,ATP2B3,DDR2,NUMA1,NUP98,OMD,PAFAH1B2,CHST11,IL21R,PAX3,PAX5,PAX7,PBX1,PCBP1,FAM135B,PCM1,SBDS,LEF1,NIN,CRNKL1,UBR5,NCKIPSD,PDGFB,PDGFRA,PDGFRB,TRIM33,SUFU,CDK12,PER1,PIK3CA,PIK3CB,PIM1,PIK3R1,PLAG1,BCL11A,PLCG1,LRP1B,PML,PMS1,PMS2,PRRX1,5-Sep,POLD1,POLE,POLG,DGCR8,ATR,POU2AF1,ATRX,POU5F1,PPARG,FEV,TET2,FAM46C,BCOR,RNF43,WHSC1L1,SDHAF2,RFWD3,ARHGEF10L,PPP2R1A,PBRM1,ASXL2,FBXW7,PPP6C,ZNF331,PRCC,ETNK1,PRF1,ZCCHC8,TMEM127,PRKACA,N4BP2,PRKAR1A,PRKCB,MAPK1,MAP2K1,MAP2K2,B2M,ACKR3,CASC5,CYSLTR2,GOPC,SALL4,PTCH1,PTEN,BIRC6,ARID1B,PTK6,MKL1,KIAA1549,RNF213,KIAA1598,PTPN6,PTPN11,CCNB1IP1,PTPN13,PTPRB,PTPRC,PTPRD,PTPRK,BARD1,BAX,KMT2C,RAC1,RAD17,RAD21,RAD51B,RAF1,RALGDS,RANBP2,RAP1GDS1,RARA,RB1,KDM5A,CCND1,BCL2,REL,RET,TRIM27,RGS7,BCL3,BCL6,BCL7A,BCL9,TNFRSF17,ROBO2,ROS1,RPL5,BCR,RPL10,RPL22,RPN1,CLIP1,S100A7,BCORL1,SDC4,SDHA,PRDM1,SDHB,SDHC,SDHD,PRDM16,BLM,CRLF2,MAP2K4,SET,SFPQ,SFRP4,SRSF2,SRSF3,NSD1,SGK1,SH3GL1,CREB3L2,RBM15,CRTC3,STIL,BCL11B,SIX1,SKI,WNK2,BMP5,RGPD3,BMPR1A,SMARCA4,SMARCB1,SMARCD1,SMARCE1,SMO,SOX2,FOXL2,SRC,BRCA1,BRAF,BRCA2,SSX1,SS18,STAT3,STAT5B,STAT6,STK11,STRN,SYK,TAL1,TAL2,TCEA1,TBX3,HNF1A,TCF3,TCF7L2,ZEB1,TCF12,BTG1,BTK,TEC,BUB1B,TERT,TFE3,TFRC,TGFBR2,NKX2-1,TMPRSS2,TNFAIP3,TOP1,TP53,TPM3,TPM4,TPR,TSC1,TSC2,TSHR,NUTM2A,U2AF1,KDM6A,VAV1,VHL,EZR,WAS,WHSC1,WRN,WT1,XPA,XPC,XPO1,YWHAE,CNBP,ZBTB16,CACNA1D,PRDM2,PAX8,CXCR4,ASPSCR1,DEK,CHCHD7,TFEB,CDC73,FAT4,TBL1XR1,PALB2,KAT6A,NR4A3,BRD3,FBXO11,NUP214,PREX2,MLLT10,CCDC6,C2orf44,NCOA4,TET1,PDCD1LG2,KMT2D,HMGA2,CALR,TCL1A,TAF15,FIP1L1,ELL,LZTR1,CLTCL1,ZRSR2,RBM10,KDM5C,SMC1A,ARID1A,HIST1H4I,TRRAP,PICALM,AXIN1,AXIN2,BAP1,CARS,FCRL4,HIST1H3B,BCL2L12,CASP3,BRIP1,SPOP,CASP8,USP44,ZNRF3,CASP9,TRAF7,PHF6,HOOK3,CARD11,MAML2,CUL3,IRS4,RSPO3,CEP89,PPM1D,PPFIBP1,GAS7,SLC45A3,RUNX1,RUNX1T1,TP63,CBFA2T3,NCOA1,CBFB,SOCS1,CBL,CBLB,EED,TNFRSF14,TRIM24,GMPS,FUBP1,BCL10,CCNC,PHOX2B,CCND2,CCND3,CCNE1,ACVR1,KNSTRN,ZNF479,USP6,CREB3L1,USP8,LATS1,RABEP1,ISX,MAP3K13,ACVR2A,ZMYM3,SPECC1,KLF4,TRIP11,CD28,RECQL4,MUC16,QKI,APOBEC3B,NCOR1,NCOR2,ARHGEF10,PDE4DIP,HERPUD1,FAM131B,CD74,CD79A,CD79B,BCLAF1,KEAP1,SETDB1,SRGAP3,MAFB,GOLGA5,THRAP3,MED12,CDH1
ACH-000828,1.54833235,1.040040674,1.020747067,1.374470918,1.042199683,0.84832055,1.729349543,0.847032019,1.025470951,0.84832055,0.870672588,1.052056558,1.052004787,1.052419005,0.879632162,1.043074436,0.850411915,1.080160229,1.077159001,1.019885181,3.500463771,0.847032019,1.21769104,1.151339579,1.085967941,1.05179772,0.641869626,1.019885181,1.013260386,0.843307844,0.899142219,0.640936458,1.492767726,1.038449079,1.044722388,0.838272904,1.044876974,0.853221167,1.01437087,2.646698087,1.033019424,0.850411915,1.052056558,1.025470951,1.102875006,1.036449113,2.283259409,1.018770543,1.076002134,0.839507498,1.025470951,1.441578536,1.053714148,0.651079091,1.823298433,0.880636865,1.989765273,1.028067829,0.841936494,1.040040674,1.44284253,0.841936494,1.054180664,1.013260386,1.392726204,1.077474655,1.018770543,0.606098111,1.031179817,0.859533182,1.057346303,1.038449079,1.374470918,1.05179772,0.846943208,1.022878579,0.972860178,1.040297539,0.640936458,0.859533182,1.041736781,1.025470951,1.006062685,0.98577087,0.615833763,0.615833763,0.822301508,1.044876974,1.016493212,0.879632162,0.631415811,1.018770543,1.077159001,1.006062685,1.028067829,1.05179772,1.502779161,1.013260386,1.502779161,1.100685366,0.649083936,1.102875006,0.843307844,1.019885181,0.845124088,1.080160229,4.292657702,1.024555482,0.841936494,1.26529502,1.314642906,0.874666591,1.076002134,0.874530213,0.870672588,1.250110407,0.853221167,1.308790756,0.651079091,1.05179772,1.052419005,1.029393462,1.102875006,2.283259409,1.041736781,0.852953326,1.020747067,0.641474692,0.845257097,1.053714148,1.040297539,0.855008348,1.041736781,0.850411915,1.097113414,1.053714148,1.480483532,1.036449113,1.038449079,1.044722388,0.651115411,1.085967941,1.033019424,1.077474655,1.054906635,1.54833235,1.060986936,1.084804727,1.077474655,0.664332072,0.882603007,1.022827793,0.847032019,1.044876974,1.217007126,1.018770543,0.615312769,1.250110407,1.013260386,1.092380561,1.040040674,0.847032019,1.054906635,0.664332072,1.066725056,0.615312769,0.879632162,1.213420596,0.841936494,0.854382523,0.879632162,0.651115411,0.641582382,1.067613723,1.26529502,0.847964949,0.664332072,0.882603007,1.042302569,0.642803872,1.069706677,1.018618612,0.846943208,0.640936458,0.64785299,1.043074436,1.090098801,0.640936458,0.852953326,1.151339579,1.006062685,1.048540065,1.040040674,1.021558711,0.847032019,0.847032019,2.448130128,1.529966953,0.846943208,1.060986936,1.066725056,1.013260386,1.025470951,0.840346021,0.879632162,0.845257097,1.01437087,0.615833763,0.615833763,1.029138442,0.764330301,1.006062685,1.076002134,1.057346303,1.374470918,0.827658266,0.798535776,0.843307844,1.248661975,1.053610497,1.018770543,1.503944246,0.899142219,0.879632162,0.651115411,1.052056558,1.027609229,1.033172826,0.875030342,1.371585495,1.040297539,1.052056558,1.036449113,1.077474655,1.036449113,1.036449113,1.036449113,0.943741576,0.943741576,0.842422914,0.842422914,1.066725056,1.080687339,0.61604226,1.314642906,1.45399345,0.879632162,0.838272904,0.64785299,1.517184326,1.013260386,0.841936494,1.044722388,0.861419945,1.002401996,0.879632162,1.084804727,0.764330301,1.057502156,1.034656514,1.374470918,2.457693214,1.034298249,1.013260386,0.841936494,1.006062685,1.018770543,1.075529111,0.827658266,0.879632162,1.075529111,0.615312769,1.038449079,1.021558711,1.040040674,1.021558711,1.246693802,1.052419005,1.057346303,1.052056558,0.874666591,2.796336957,1.056982706,0.847032019,1.052056558,1.374470918,1.085967941,1.480483532,1.041736781,1.041736781,1.05179772,1.492767726,0.879632162,0.640936458,1.054025143,0.640936458,0.623235015,1.052056558,1.025470951,1.502779161,1.034656514,1.038449079,0.846943208,1.077474655,1.076002134,1.060986936,1.029393462,1.057346303,0.615833763,0.879632162,1.057502156,0.850411915,0.853221167,3.604103333,1.013260386,1.102875006,1.080160229,1.006062685,0.843307844,1.013260386,0.974086982,1.480483532,1.05179772,1.080160229,0.830674568,2.141419144,1.080160229,0.858635787,1.057346303,1.102875006,1.00596227,0.617886439,1.031179817,1.041736781,1.018618612,1.025470951,1.025470951,0.822301508,0.841936494,0.615833763,1.040348917,0.641582382,1.102875006,1.01437087,0.842422914,0.850411915,1.077474655,1.014168901,1.013260386,1.188335677,0.888658478,1.040348917,1.018770543,1.040348917,1.083853628,1.480483532,1.057034643,1.092380561,1.480483532,1.054439901,1.055373509,0.845257097,0.615833763,1.020747067,1.042302569,0.855008348,0.850411915,0.64785299,1.45825149,0.859533182,1.393035803,0.663963133,1.077159001,1.057502156,1.052056558,1.451327908,1.402342732,1.057346303,1.102875006,1.021558711,1.018770543,1.040348917,1.077474655,0.667400493,0.633865344,1.05179772,1.043074436,1.052004787,1.080529188,0.798450766,0.830674568,1.01437087,0.808657491,1.054025143,0.841936494,1.1083886,1.45825149,1.104532513,1.246693802,1.028373641,1.044722388,1.104532513,1.043074436,0.615833763,1.013260386,1.040297539,1.053714148,0.841936494,1.057502156,1.040348917,1.006062685,1.441578536,0.651115411,1.038449079,0.623235015,0.64785299,1.248661975,1.060986936,0.631415811,1.057502156,0.838272904,1.248661975,1.480483532,1.052419005,1.053610497,1.022827793,0.8527748,0.879632162,1.085967941,0.818008688,1.042302569,1.104532513,1.054025143,0.879632162,1.029138442,0.991723875,1.069706677,0.847032019,0.829930668,1.01437087,0.845257097,1.084804727,1.219002557,0.853221167,1.090098801,1.102875006,0.844725154,0.880636865,1.077474655,1.044876974,1.022827793,1.02257389,1.444613204,1.412934923,1.502779161,0.827658266,0.830674568,0.841936494,1.246693802,0.852953326,1.018314796,1.080529188,2.283259409,1.052056558,1.053714148,0.888658478,0.874666591,1.057502156,0.653151914,0.847032019,1.044876974,1.038449079,0.642803872,0.830674568,1.09216817,0.979596354,1.54833235,1.26529502,1.05179772,1.022827793,1.52252481,1.076002134,1.060986936,0.829930668,1.075529111,1.102875006,1.092380561,0.664332072,1.048540065,1.022827793,1.492767726,1.013260386,1.01437087,0.989389309,1.021660198,0.64785299,1.480483532,0.615833763,0.664332072,1.044722388,1.006062685,0.649083936,0.882603007,1.056982706,1.036449113,0.899142219,1.052004787,1.054906635,0.830674568,0.879632162,0.844725154,0.605686589,1.044722388,1.080160229,1.213420596,1.052056558,0.664332072,0.845257097,1.014168901,0.874666591,1.067613723,0.879632162,1.102875006,1.018618612,0.651079091,0.844725154,1.05179772,1.043074436,1.01437087,0.651079091,0.844725154,0.847032019,1.006062685,0.640936458,0.651079091,0.651079091,1.025470951,0.879632162,0.840346021,0.845257097,1.080160229,0.845257097,0.798450766,1.022827793,1.022827793,0.879632162,1.077474655,1.040040674,1.031179817,1.033070556,1.013260386,1.021558711,1.069706677,1.374470918,1.006062685,1.05179772,1.053714148,1.052056558,0.870672588,0.830674568,1.01437087,0.633865344,1.480483532,0.879632162,1.502779161,0.888658478,1.083853628,1.052056558,1.084804727,0.870672588,1.006062685,0.879632162,1.053714148,0.853221167,1.006062685,1.085967941,0.651115411,1.041736781,0.845257097,1.053714148,0.830674568,0.62798503,1.048540065,0.615833763,1.060986936,0.664332072,0.874666591,0.789351662,1.116127578,1.048023609,0.798450766,1.052004787,1.502779161,1.057502156,1.05179772,1.042302569,0.764330301,0.845257097,0.888658478,0.843307844,0.882603007,1.21769104,1.040040674,1.053610497,0.858635787,1.428471275,1.053610497,0.827658266,1.018618612,1.025470951,0.879632162,1.213420596,0.641582382,1.021558711,0.879632162,1.104532513,1.104532513,1.006062685,1.006062685,1.013260386,1.013260386,0.637678854,0.979596354,0.84832055,0.629327271,1.19378726,0.985275912,1.060986936,1.055373509,1.480483532,0.979596354,1.246693802,1.097113414,1.054751041,1.363134391,0.841936494,1.033070556,1.102875006,0.664332072,1.054180664,1.013260386,0.764330301,1.1083886,0.614826826,0.855008348,1.013260386,0.830674568,1.151339579,4.143812979,1.052419005,0.633865344,1.502779161,0.870672588,0.822301508,1.05179772,0.641474692,0.858635787,0.641869626,1.076002134,0.615312769,1.019885181,0.629327271,0.664332072,0.844725154,1.043074436,1.075529111,1.075529111,0.845124088,1.085967941,1.044876974,1.052004787,1.151339579,0.805529678,1.069706677,1.077159001,0.602334237,1.041736781,1.031179817,0.84140609,0.611502938,1.102875006,1.05179772,0.808657491,1.013260386,0.664479692,0.845257097,1.213420596,0.841936494,0.884022431,0.879632162,0.853221167,1.102875006,0.649083936,1.028373641,0.697357274,1.374655217,1.042199683,0.852953326,1.018770543,1.250110407,1.121306741,0.830674568,0.879632162,1.492767726,1.053714148,1.01437087,1.213420596,0.780330679,1.013260386,0.641869626
ACH-000568,0.798790847,1.07201212,1.038192526,1.061507718,0.792855071,1.061507718,1.271904805,0.779829481,1.002602343,1.061507718,1.079106527,1.050917994,1.041942498,0.735511695,0.821346106,1.049831963,0.786448052,1.074005879,1.311177454,1.02857755,1.309685455,0.794632321,1.042920032,1.100471898,0.809215447,1.044464779,0.792855071,1.02857755,1.193111967,1.047300861,1.316796695,1.070439864,1.621861146,1.042611269,1.071016177,0.782840315,0.990133967,1.073008688,1.046268952,1.055736731,0.419448208,0.786448052,1.996729362,1.230158027,0.801899098,1.58103185,1.22191391,1.003103331,0.799556426,1.241839635,1.002602343,1.316796695,0.791038598,2.056944695,1.316796695,1.103783756,1.055736731,1.01144504,0.791798602,1.07201212,1.257659264,0.791798602,0.790236966,1.001350632,0.785188121,1.057917841,1.005610869,1.074005879,1.044722388,1.078316704,0.788172416,1.042611269,1.06234133,1.044464779,0.796030825,0.777910468,1.057917841,1.041942498,1.070439864,1.078316704,1.046681633,1.002602343,1.004005545,1.316796695,1.422257303,1.043074436,1.271904805,0.990133967,0.770725212,0.821346106,1.065262458,1.003103331,1.311177454,1.004005545,1.01144504,1.044464779,0.777952148,1.193111967,1.788527241,1.051228428,0.7952254,0.821650008,1.047300861,0.780957519,1.049883662,1.074005879,4.23568567,1.01583597,0.791798602,1.07752727,0.799811741,0.834225809,0.799556426,0.471157693,1.079106527,1.07752727,1.073008688,1.600470546,0.800450296,1.044464779,0.735511695,1.043434774,1.11645081,1.22191391,1.046681633,0.796667118,1.038192526,0.816192531,0.783049725,1.291862888,1.041942498,0.791798602,0.78695245,0.786448052,0.810031439,1.291862888,1.024453797,1.2801237,1.042611269,1.071016177,1.612492183,0.809215447,3.373757543,1.12812847,1.057086582,0.820044613,0.80390508,1.057917841,1.057917841,0.81857144,0.825390475,1.026234271,0.779829481,1.019783816,1.049883662,1.060414275,1.056463428,1.07752727,1.207458043,1.229699098,1.07201212,0.794632321,1.057086582,0.81857144,1.046991216,1.056463428,0.821346106,0.799811741,0.791798602,1.271904805,0.821346106,1.065262458,0.801899098,1.061091078,1.07752727,1.065262458,0.81857144,0.825390475,0.795522065,1.064583856,0.790363499,1.014926426,0.796030825,1.070439864,0.797940847,1.049831963,1.685158619,1.070439864,0.796667118,1.100471898,1.071854825,1.056255766,1.07201212,0.809215447,0.799939422,0.779829481,1.257659264,0.813948112,0.796030825,0.80390508,1.046991216,1.193111967,1.002602343,1.047300861,0.821346106,0.789857459,2.569289535,1.056463428,1.056463428,0.778911247,1.189739188,1.004005545,0.799556426,0.779453741,1.061507718,0.782296045,1.052677947,1.047300861,0.819784499,1.054543607,1.057086582,1.031333032,1.316796695,0.821346106,1.065262458,1.050917994,1.052677947,1.014269882,1.020037242,1.054180664,1.041942498,2.00055316,1.2801237,1.057917841,1.2801237,1.2801237,1.2801237,0.999950001,0.999950001,0.791798602,0.791798602,1.046991216,1.06489702,1.007469236,0.799811741,1.041942498,0.821346106,0.782840315,0.797940847,1.257659264,1.193111967,0.791798602,1.071016177,1.073008688,1.358615554,1.100471898,1.057917841,1.189739188,0.797516102,0.783762036,1.061507718,1.257659264,1.067456863,1.005510484,0.791798602,1.004005545,1.005610869,1.073061156,0.782296045,0.821346106,1.073061156,1.056463428,1.042611269,0.809215447,1.07201212,0.809215447,0.819784499,0.764412559,0.782589078,1.050917994,0.817013754,3.112116672,1.074005879,1.042405463,1.270382067,1.061507718,0.809215447,1.844090549,0.78695245,1.046681633,1.044464779,1.621861146,0.821346106,1.070439864,1.067875191,1.070439864,0.781542912,1.050917994,1.822581077,1.955486027,0.783762036,1.042611269,0.796030825,1.12812847,0.799556426,0.80390508,1.043434774,0.788172416,1.043074436,0.821346106,0.797516102,0.786448052,1.073008688,3.112116672,1.005510484,0.801899098,1.074005879,1.004005545,1.047300861,0.746436824,1.229699098,2.165373228,1.044464779,1.074005879,1.049883662,1.22191391,1.074005879,2.939498981,0.788172416,0.8030937,0.769071048,0.789225251,1.044722388,0.78695245,1.014926426,1.002602343,1.002602343,1.271904805,0.791798602,1.043074436,0.793701008,0.801899098,1.11645081,1.010336768,0.791798602,0.748013405,1.057917841,1.041942498,1.005510484,0.819784499,0.827178157,1.956450955,1.057086582,1.36545838,1.108227751,1.024453797,1.071016177,1.256670485,1.024453797,1.053662321,0.78695245,0.789857459,1.043074436,1.038192526,0.795522065,0.791798602,0.786448052,0.797940847,1.019074452,1.078316704,1.309685455,1.467682824,2.413837375,0.797516102,1.050917994,0.834972553,1.257659264,0.782589078,0.821650008,0.809215447,1.005610869,0.941103548,1.057917841,3.112116672,0.794674672,1.062654049,1.049831963,1.041942498,1.077264212,0.834972553,1.047300861,1.046268952,0.751580151,1.048901688,0.791798602,1.873641935,1.019074452,1.187942885,0.819784499,1.045186194,1.071016177,1.187942885,1.049831963,1.043074436,1.207458043,1.029087443,1.291862888,0.791798602,0.797516102,0.793701008,1.004005545,1.316796695,1.065262458,1.042611269,0.781542912,0.797940847,0.819784499,0.80390508,1.065262458,0.797516102,0.782840315,0.819784499,1.024453797,0.764412559,1.054543607,1.026234271,1.130299811,0.821346106,0.809215447,1.316796695,0.795522065,1.187942885,1.067875191,0.821346106,0.778911247,1.132582681,1.323751362,2.240518971,1.049883662,1.010336768,0.783049725,1.157232183,1.784621469,1.073008688,1.322850791,0.821650008,0.796030825,1.103783756,1.027099838,0.990133967,1.026234271,1.03491247,1.090204859,1.40495525,0.777952148,0.785314046,1.049883662,0.791798602,0.819784499,0.796667118,1.405888988,1.077264212,1.22191391,1.050917994,1.291862888,0.827178157,0.817013754,0.797516102,3.650884676,2.240518971,1.019783816,1.042611269,1.064583856,1.047300861,1.07201212,1.014269882,0.820044613,1.07752727,1.044464779,1.026234271,0.818138528,0.799556426,0.794928819,1.049883662,1.086761521,1.538937556,1.229699098,0.81857144,1.056255766,1.026234271,1.503038025,1.193111967,1.046268952,1.228838898,1.049883662,0.797940847,1.024453797,1.043074436,0.81857144,1.071016177,1.004005545,0.831462765,0.825390475,1.074005879,1.252894356,1.316796695,1.041942498,1.057086582,1.049883662,0.821346106,0.796030825,0.774290777,1.071016177,1.074005879,0.799811741,1.050917994,0.81857144,1.02150797,1.041942498,0.817013754,1.061091078,0.821346106,1.092061985,1.014926426,2.056944695,0.796030825,1.062654049,1.049831963,1.869209086,0.800450296,0.796030825,0.794632321,1.071854825,1.070439864,0.800450296,0.800450296,1.002602343,0.821346106,1.047300861,0.789857459,1.074005879,0.783049725,1.347965062,1.026234271,1.026234271,0.821346106,1.057917841,1.07201212,1.044722388,1.038192526,1.207458043,0.809215447,0.790363499,1.06234133,1.071854825,1.044464779,0.791038598,2.00055316,1.079106527,1.049883662,1.046268952,0.794674672,1.503038025,0.821346106,1.053714148,0.827178157,1.108227751,1.026285173,1.157232183,1.079106527,1.004005545,0.821346106,1.291862888,1.073008688,1.071854825,0.809215447,1.065262458,1.046681633,0.783049725,1.291862888,1.047300861,0.79040568,1.056255766,1.043074436,0.80390508,0.81857144,1.046268952,0.791418531,1.103783756,1.067456863,0.834972553,1.041942498,1.443348308,0.797516102,1.430168749,0.795522065,1.189739188,0.783049725,0.827178157,1.047300861,0.825390475,1.042920032,1.07201212,1.054543607,1.065262458,1.431238134,1.054543607,0.782296045,1.014926426,1.230158027,0.821346106,0.799811741,0.801899098,0.809215447,0.821346106,1.187942885,0.773087045,1.004005545,1.004005545,1.001350632,1.001350632,0.433393379,1.014269882,0.792516886,1.053662321,1.108227751,1.316796695,0.80390508,0.78695245,1.024453797,1.014269882,0.819784499,0.810031439,1.316796695,1.055736731,0.791798602,1.038192526,0.801899098,0.81857144,1.108227751,1.193111967,1.189739188,1.527092128,1.06531467,0.791798602,1.207458043,1.049883662,1.100471898,1.316796695,0.764412559,0.794674672,1.788527241,1.079106527,1.271904805,1.044464779,0.816192531,1.065262458,0.792855071,0.799556426,1.056463428,1.02857755,1.053662321,0.81857144,0.796030825,1.049831963,1.073061156,1.073061156,1.049883662,0.809215447,0.991425632,1.041942498,1.100471898,0.744258056,0.790363499,1.311177454,0.750403317,1.046681633,0.78359439,1.073008688,0.786658188,0.8030937,1.044464779,0.751580151,1.005510484,1.089727654,0.783049725,0.799811741,0.791798602,1.366315185,0.821346106,1.073008688,0.812956855,0.808914973,1.045186194,1.161982523,1.840484946,0.792855071,0.796667118,1.005610869,1.07752727,1.316796695,1.049883662,0.821346106,1.621861146,1.291862888,1.046268952,0.799811741,1.074005879,1.005510484,0.792855071
