,LASP1,HOXA11,CREBBP,ETV1,GAS7,CD79B,PAX7,BTK,BRCA1,WAS,WWTR1,CD74,BIRC3,FAS,BCLAF1,ANK1,RABEP1,ZCCHC8,CUL3,FLT4,CDH1,CDH10,TNC,EPHA3,PREX2,TPR,GOPC,ROS1,TNFRSF17,ELN,ARID1B,HERPUD1,POLQ,PIK3CB,THRAP3,KMT2C,PRDM1,POLD1,CASP8,PMS1,NTHL1,ERBB3,SPEN,MAP2K4,CTNNA2,SMARCD1,GOLGA5,FGFR2,KLF6,RHOA,ATP2B3,CBFB,FGFR3,TFE3,BCL3,CLTCL1,FSTL3,PABPC1,TCF3,PRKACA,TFRC,AFF4,SMC1A,FCGR2B,TP63,SDHA,SMARCE1,KDM5A,IGF2BP2,MAP3K13,PICALM,EED,ARHGEF10L,MLH1,NT5C2,NFKB2,FGFR1,ARAF,N4BP2,HOXA9,MLLT10,PCM1,RUNX1T1,CDH17,CIC,DNM2,KEAP1,HSP90AA1,PTPRC,ERC1,XPO1,PALB2,KAT6A,CYLD,FAT1,NCOA1,BCORL1,ATRX,MECOM,EPS15,BAX,GNAS,CNOT3,GNA11,FUS,CD209,FH,ESR1,EZR,MSH2,MAP3K1,HSP90AB1,JAK2,ABL1,LZTR1,SMARCB1,MAPK1,PDGFB,MYH9,EP300,NIN,HIF1A,DICER1,TCL1A,CCNB1IP1,TRIP11,ARHGAP5,NFATC2,SALL4,PTK6,CRNKL1,STAG2,ELF4,GATA1,CTCF,AXIN1,TSC2,IL21R,NBN,IKBKB,EIF3E,NDRG1,UBR5,LEPROTL1,ARHGEF10,ERCC2,LYL1,CCNE1,AKT2,CD79A,PPP2R1A,TFPT,JAK3,ELL,CRTC1,CDK6,MET,HOXA13,EZH2,SFRP4,GATA3,BMPR1A,TLX1,CPEB3,SUFU,LARP4B,CCDC6,RNF43,DDX5,COL1A1,HLF,PRKAR1A,YWHAE,PHOX2B,CHIC2,IL2,FBXW7,ZBTB16,CCND1,DDX6,CBL,CARS,NUP98,POU2AF1,PPFIBP1,PRPF40B,BCL7A,GLI1,SH2B3,ALDH2,CDKN1B,CHD4,PTPN6,FANCE,SRSF3,BMP5,CCNC,QKI,TFEB,CCND3,ITK,DROSHA,LIFR,PDGFRB,BCL6,TFG,CBLB,FOXP1,ACVR1,SF3B1,BIRC6,STRN,EPAS1,NFE2L2,MSH6,BCL9,PRRX1,RPL22,SFPQ,PRDM2,MYCL,AKT3,SDHB,ID3,MPL,ARID1A,STAG1,STK11,KMT2A,CREB1,TNFAIP3,MYB,SGK1,FOXO3,CCND2,SET,CNTRL,PPP6C,NR4A3,CSF3R,KDSR,DNMT3A,BCL11A,CD274,KCNJ5,SPOP,CEP89,PIK3CA,CXCR4,ACVR2A,FLT3,RPL5,PMS2,HNRNPA2B1,FKBP9,KIAA1549,TRIM24,CDKN2C,ATF1,HOXC13,HOXC11,STIL,ACSL3,SDC4,PLCG1,CDKN1A,DEK,SOX21,6-Sep,PAX8,MAX,KDM5C,CCR7,BCL2L12,SBDS,ZNF384,SSX1,KTN1,SIX1,NUP214,MAP2K2,OMD,BCL11B,PTPRB,SMARCA4,AKAP9,HIP1,KDR,DGCR8,SPECC1,POT1,SMO,HOXD11,HOXD13,KNSTRN,MYOD1,USP6,FOXA1,CBFA2T3,MLLT1,MNX1,CLIP1,ZNF331,LATS1,TRAF7,RARA,DNAJB1,RAF1,PPARG,H3F3B,MUTYH,CASP9,IRS4,MYH11,BTG1,KRAS,MEN1,VHL,NOTCH2,MYCN,IL6ST,CDC73,DDB2,PDGFRA,ERCC5,APC,HNF1A,TBX3,EPHA7,LMO2,CDK4,TEC,MDM2,PAX3,TMEM127,USP44,LCP1,RAC1,NKX2-1,BRIP1,KAT7,ABI1,KLF4,XPA,MYC,PIM1,IRF4,HMGA1,NUMA1,FBXO11,CYP2C8,TET1,ATIC,BARD1,IDH1,ITGAV,USP8,RAP1GDS1,LEF1,ETV6,ETNK1,COL2A1,LRIG3,BRCA2,RB1,SETD1B,TCF12,NCOA2,PML,POLG,NTRK3,CRTC3,ZFHX3,CDH11,NCOR1,CLTC,SS18,TP53,SMAD4,ERBB2,BRD4,VAV1,SH3GL1,AKT1,CBLC,PRDM16,BCL10,SDHC,PRCC,ABL2,SETDB1,ARNT,TPM3,S100A7,EML4,ASXL2,AFF3,ACKR3,FANCD2,LPP,MUC4,FIP1L1,PIK3R1,ARHGAP26,NFKBIE,RSPO3,EGFR,KDM6A,MSN,ZMYM3,NONO,GPC3,RPL10,RSPO2,FAM135B,NFIB,CDKN2A,NOTCH1,ZEB1,A1CF,TCF7L2,ATM,HMGA2,LATS2,FOXO1,EXT2,VTI1A,FLI1,CYSLTR2,SETBP1,PTPRK,RAD17,RGPD3,RANBP2,PTPRD,JAZF1,MSI2,XPC,FLCN,GNAQ,WIF1,PHF6,KAT6B,BUB1B,EIF4A2,NRG1,CACNA1D,KIT,ERG,CREB3L1,BRAF,SLC34A2,TNFRSF14,SKI,FANCC,ELK4,SLC45A3,RUNX1,FAM131B,U2AF1,RALGDS,LMNA,FGFR4,RECQL4,SRSF2,TAL1,JAK1,FUBP1,DDR2,RBM15,REL,H3F3A,ERCC3,ATP1A1,ELF3,FEV,TGFBR2,FCRL4,FBLN2,PTPN13,GMPS,RPN1,BAP1,PBRM1,CASP3,EBF1,TERT,ACSL6,TLX3,HEY1,RAD21,CSMD3,COX6C,PSIP1,SYK,WNK2,FAT3,WRN,TSHR,CDX2,NSD1,TSC1,RET,LMO1,PRKCB,B2M,NAB2,STAT6,SMAD3,CDK12,TPM4,KMT2D,KLK2,SDHAF2,CTNNB1,PAFAH1B2,HOOK3,RFWD3,RHOH,FEN1,COL3A1,STAT3,AXIN2,IL7R,LRP1B,TET2,MAP2K1,AR,MN1,ZRSR2,PCBP1,ASPSCR1,CNBP,CTNND2,BRD3,PWWP2A,MGMT,SIX2,KIF5B,CHCHD7,PPM1D,ALK,CANT1,CHST11,ASXL1,GPHN,CAMTA1,BCL2,MLLT3,PTEN,MALT1,CLP1,AFF1,TAF15,NBEA,MYD88,CHD2,EIF1AX,STAT5B,RNF213,CNTNAP2,HRAS,ATR,DDIT3,ISX,SMAD2,ERCC4,RMI2,ETV4,FOXR1,CNBD1,POLE,TBL1XR1,JUN,MLF1,PDE4DIP,DDX10,CD28,ERBB4,MAF,SUZ12,PER1,CALR,PTPN11,GATA2,GPC5,CIITA,APOBEC3B,MB21D2,PRF1,MUC16,NPM1,SOX2,SETD2,PLAG1,IDH2,CREB3L2,P2RY8,RAD51B,EXT1,FES,CSF1R,LCK,RBM10,RGS7,EWSR1,FANCF,BCOR,GRIN2A,ZNRF3,MACC1,CHEK2,FOXL2,CCR4,TMPRSS2,MAML2,SS18L1,FOXO4,NUTM1,MED12,9-Sep,AMER1,5-Sep,NUTM2A,WT1,ROBO2,ZNF479,SOCS1,MUC1,PBX1,IKZF1,PTCH1,TAL2,BCL9L,NF2,BCR,MITF,FNBP1,DCC,TCEA1,FANCA,NUTM2B,ARID2,FHIT,PTPRT,PAX5,FAT4,SRGAP3,TRRAP,NCOR2,NACA,NF1,ARHGEF12,FLNA,ZNF429,SRC,SND1,BLM,TRIM33,MYO5A,PDCD1LG2,MDS2,SIRPA,FAM47C,CARD11,DCAF12L2,NTRK1,CTNND1,BAZ1A,MDM4,MTOR,ZNF521,GRM3,TOP1,ECT2L,MAFB,DAXX,SDHD,POU5F1,TRIM27,DCTN1,CRLF2,OLIG2,HLA-A,FGFR1OP,MLLT11,NRAS,NCKIPSD,MTCP1,DDX3X,FANCG,SSX2,ETV5,CEBPA,LSM14A,CUX1,C15orf65
ACH-000828,9.393476266,0.042644337,3.935459748,0.871843649,0.070389328,0.084064265,0,0.056583528,3.339137385,0.150559677,2.731183242,0.378511623,0.263034406,1.22650853,5.836934011,0.137503524,5.535119822,4.162693432,5.486714373,0.641546029,2.831877241,0,4.076388069,0.014355293,0,5.59454855,3.612352499,0.014355293,0,0.765534746,3.855989697,6.780966198,2.3305584,4.429615964,5.280956314,4.256255873,0.516015147,5.067810784,3.246408087,2.386810946,4.921245889,7.357903839,4.189824559,3.283921772,0.070389328,5.219942914,5.553667688,3.329123596,5.119771162,8.905447179,0,3.764473551,1.765534746,4.181897643,4.960697039,1.350497247,2.726831217,11.57312644,6.013015536,4.981852653,7.057883449,4.612942196,5.73714592,0.286881148,0.150559677,5.411087227,6.086189313,3.85698569,0.097610797,4.566206293,5.027242536,3.300123725,3.313245852,4.40599236,5.623808348,3.317593505,3.385431037,5.21451341,1.895302621,0.250961574,3.937344392,4.706530553,0.014355293,0.275007048,4.649040566,5.469234794,5.543186525,10.15342536,0.084064265,3.901108243,5.703765179,3.279471296,3.495695163,3.40599236,5.758089934,2.40053793,1.608809243,3.713695815,2.424922088,4.424922088,6.905928478,9.472304986,5.100557221,5.11353382,8.426642155,0,6.93321853,3.812498225,7.537606692,4.168321116,3.761285273,10.31876874,1.765534746,4.007195501,5.977050906,6.13401553,5.249445341,4.374343989,7.506049668,4.126807703,3.460742564,5.386121157,3.987320866,0,4.484782623,3.926948248,3.913607512,0.028569152,0.014355293,4.077242999,5.845490051,4.791814071,2.292781749,0,4.066950244,4.491853096,5.733625498,0,3.241840184,5.720825666,9.121533517,6.277984747,6.458939707,4.621172753,3.258518925,4.326968712,0.084064265,3.723558561,6.438459204,0.070389328,6.801288017,3.921245889,0.23878686,2.555816155,3.228049048,2.528571319,0.23878686,0.613531653,4.341985747,0.014355293,6.885452345,3.054848477,0.070389328,1.659924558,2.835924074,4.951867504,4.926473911,3.59812696,9.184205896,3.839959587,3.502075956,6.417008587,8.583158004,0,3.073820233,0,3.122672719,0,7.946145992,4.123500664,1.63691458,4.969012308,5.107269394,0.042644337,4.170726276,4.625854931,3.775050541,0.910732662,0.526068812,4.950468414,5.408032466,7.001239284,4.289096702,2.510961919,7.178117046,0.028569152,5.094658343,4.43629512,2.956056652,4.731183242,0,5.435295216,0.321928095,0.097610797,4.660495132,6.346070441,2.555816155,3.955126781,2.769771739,6.492013387,4.454833907,2.992768431,4.46727948,5.159467729,4.844486088,4.095080492,0.028569152,8.443192215,8.055770483,3.499527024,2.655351829,0.097610797,5.432291338,6.786988345,0.014355293,4.450881315,3.300123725,4.646162657,3.026800059,4.161081482,1.929790998,3.148934105,1.014355293,3.568032105,0.028569152,7.418105597,2.263034406,4.732811872,0.014355293,0.411426246,3.092545742,2.560714954,0.014355293,0.176322773,0,5.444269502,3.893362211,3.434294618,3.949534933,1.541019153,0.014355293,9.953090596,2.873813198,9.993363012,4.092545742,3.025028794,3.17951105,4.820178962,3.63691458,4.956056652,4.373648211,3.473786912,7.17502552,5.551516018,4.921245889,5.819923596,6.177319866,0,2.967168608,1.879705766,6.316145742,5.627606838,0.40053793,5.842224613,6.239932613,5.384395238,0,6.845490051,3.408711861,3.676944359,6.026800059,0.028569152,0.097610797,0.622930351,5.995484519,6.193180354,2.454175893,0.014355293,4.583759754,3.819668184,2.63691458,1.918386234,0,0.014355293,5.233811384,0,0.042644337,7.715412941,1.887525271,4.656496371,1.752748591,5.400879436,2.344828497,2.713695815,5.677508242,4.143230135,6.912290583,5.741466986,1.739848103,8.178714641,3.859969548,2.241840184,0.014355293,0.495695163,4.19061486,3.874796966,4.929790998,4.799605422,4.926948248,0.879705766,5.351204277,4.427606173,3.777156666,0.014355293,4.601696516,2.819668184,0.411426246,6.966245873,0.028569152,0.056583528,6.379378367,1.111031312,4.423578171,0,4.341985747,0,2.671293372,7.484138131,0.028569152,2.414135533,6.232660757,4.583759754,5.813268142,3.789729251,6.35614381,1.214124805,0.084064265,6.48123435,6.664198369,4.042644337,0.070389328,0.516015147,6.542412837,2.150559677,6.010779839,3.415488271,4.767125077,4.871843649,0.201633861,2.82374936,4.173926932,1.691534165,2.531069493,2.211012193,3.488000771,3.552131108,4.482848283,4.934988202,3.420886575,5.301221805,0.084064265,3.936402378,2.241840184,0.111031312,4.365972428,8.037766567,4.842978832,4.601102203,3.377123749,11.4566111,3.95419631,0.070389328,5.192194165,8.004220466,0.084064265,0,3.349082146,7.920055055,6.058316496,3.171527106,5.384740587,4.639810978,9.497772018,0,4.037382222,2.275007048,2.229587923,1.974529312,4.893847558,3.82984956,0.124328135,5.398145116,3.711494907,3.212569339,2.316145742,0.028569152,0.250961574,3.994579724,0.887525271,3.666756592,7.947841457,5.069100632,11.13397701,0,0,2.244887059,2.107687869,2.893362211,0.150559677,0,3.423578171,2.350497247,0.111031312,2.10433666,1.839959587,4.714245518,3.426264755,0.111031312,0,1.50589093,4.426264755,4.032100843,0.014355293,4.321928095,0,1,6.68846014,4.283180979,3.22650853,3.56193706,0.286881148,3.477677328,3.475084883,5.221490455,8.423578171,0.137503524,4.19298317,0.367371066,0.286881148,6.345715709,3.003602237,0,2.344828497,2.786596362,2.622930351,3.19061486,2.906890596,4.101818134,0.933572638,6.787380222,4.045268215,8.207892852,5.699607154,4.09000653,7.548667807,0,5.384740587,6.732947508,1.09085343,2.50589093,1.713695815,9.593391123,4.770829046,8,7.660709039,0,0.189033824,0.014355293,0.35614381,4.324810603,5.663913842,6.89251246,5.313245852,4.004501392,4.568032105,0,0.150559677,0.367371066,0,0.070389328,8.193476079,0,9.970393538,4.43496176,2.185866545,4.480911346,0.014355293,2.056583528,0.201633861,0.014355293,4.043519494,3.303050085,1.257010618,0,0.056583528,9.915326688,4.821710215,6.379724919,4.468583317,3.722466024,7.519872097,5.026800059,0,4.766595162,6.30103885,3.895302621,2.912649865,3.708187236,3.240314329,6.036723106,0.389566812,4.797012978,0.773996325,0.070389328,0,3.084064265,4.564378169,4.387500406,0.070389328,3.864928972,7.551669815,5.333423734,8.300444084,4.258518925,3.806324057,2.689299161,3.609991295,2.459431619,5.731997787,3.040892431,6.171126747,0,6.993900756,0.526068812,4.486714373,4.101818134,4.975446766,2.220329955,4.422905743,4.565597176,1.799087306,3.705977902,4.326249701,5.647026633,1.286881148,3.812498225,4.242602506,5.694601653,3.3305584,4.906890596,2.121015401,6.060479781,4.068670811,3.855989697,0.014355293,4.595742339,1.89917563,5.152994605,3.396433531,0,0,5.670160514,5.079378111,7.010667963,2.087462841,6.015247774,2.873813198,0.014355293,0.150559677,0.042644337,3.316145742,2.750606505,8.875687926,5.605553595,5.024142346,1.207892852,0.485426827,4.221103725,1.859969548,0.014355293,0.014355293,10.6574971,0.084064265,4.14404637,0.014355293,8.332618434,3.468583317,0.028569152,3.785550552,4.518535139,0.176322773,0.056583528,0.084064265,4.530445355,0,7.798763389,2.904965719,4.018812186,0,2.707082992,2.983677695,3.580145484,0,0.014355293,5.416501993,0.773996325,3.292781749,2.942983598,0,4.080657663,6.973726062,1.622930351,4.377123749,0.678071905,0.014355293,0.028569152,0,0.389566812,7.980653714,7.139244363,0.056583528,0.695993813,0.070389328,4.100136671,3.90014226,3.757023247,2.669026766,3.831877241,0.014355293,5.469234794,3.340562269,0.389566812,3.13093087,2.007195501,0,0.042644337,0.014355293,3.228049048,3.303050085,6.412104045,10.5345947,2.841973119,4.096767855,9.117357391,1.794935663,3.852997588,5.528258743,3.005399988,4.248686627,2.684818738,0.014355293,0.028569152,0.516015147,0,0.014355293,0.070389328,0.014355293,6.768051961,3.916476644,4.39848719,3.707082992,0,0,5.441616269,0.150559677,2.007195501,5.355791547,5.421559945,0.286881148,5.445263208,6.48816149,0,0,5.361066489,2.792855352,2.757023247,3.106013238,4.071247819,3.119356177,6.849373823,4.355439197,0,0.137503524,1.769771739,6.501598374,4.700994494,2.295723025
ACH-000568,7.638073837,0.056583528,3.427606173,0.201633861,1.794935663,0.739848103,0.042644337,0.333423734,3.193771743,0.815575429,2.625270489,4.40599236,0.286881148,0.622930351,5.30633516,0.757023247,4.406672716,5.243364426,5.697106574,0.014355293,7.05115455,0.189033824,0.722466024,0.028569152,0.014355293,5.82374936,3.764473551,0.014355293,0.176322773,0.495695163,3.252476214,6.361768359,2.40053793,3.523561956,4.735522177,3.768713657,0.056583528,5.972003304,2.761285273,3.22650853,4.321928095,6.39694722,3.826802684,2.924099886,0.014355293,5.14689956,3.851998837,2.548436625,2.908812908,7.22390517,0,4.189824559,3.166715445,4.381283373,5.392317423,2.456806149,3.121015401,8.914474831,5.884842094,4.689299161,6.633721813,3.887525271,4.639810978,0.650764559,0.970853654,5.705701497,7.946438456,2.941106311,3.304511042,4.43162296,6.015024705,4.683134985,3.403267722,4.258518925,8.117383367,4.975446766,6.754620312,5.433960931,1.443606651,0.432959407,4.047887329,5.634302842,0.042644337,0.176322773,4.688180359,5.719457275,4.69265037,8.821455119,0.464668267,1.35614381,6.718772592,3.655351829,3.35473424,2.533563348,4.477677328,2.049630768,0.516015147,3.10433666,2.097610797,4.10349764,6.305788167,11.05873589,5.561326136,3.589763487,9.122284456,0,5.608217853,4.723012396,8.03540397,4.283180979,2.957914599,9.357332065,1.700439718,3.017921908,6.217424614,5.073820233,3.67468662,3.326249701,5.533874777,3.111031312,3.656496371,4.95930649,2.669026766,0.86393845,2.811471031,2.275007048,3.74092756,0.584962501,0,4.644433152,4.312519967,3.922197848,2.028569152,0.124328135,3.749534268,4.034743949,6.174126737,0.070389328,3.904002316,5.943686952,8.382796923,6.634593268,6.064796646,4.532940288,0.555816155,4.181102551,0.056583528,3.66106548,5.962549023,0.807354922,7.140574178,3.926948248,1.682573297,2.910732662,2.232660757,1.042644337,0.678071905,0.963474124,3.902073579,0.765534746,7.28132733,3.042644337,0.422233001,1.077242999,2.678071905,4.744161096,3.896271849,0.765534746,7.348639643,2.10433666,0.310340121,6.274261661,8.373256689,0,1.641546029,0,3.092545742,0,5.942749071,3.341985747,2.150559677,5.044831233,4.34269696,0.333423734,1.411426246,5.007644031,2.976363636,0.097610797,0.910732662,2.639232163,4.411426246,6.01189812,4.992315252,2.080657663,6.282439805,0,5.13996057,4.759688488,2.204766751,4.911212202,0.014355293,5.245647774,1.10433666,0.176322773,3.22650853,6.473299871,2.589763487,2.695993813,1.691534165,6.655208697,4.20867332,1.811471031,5.369466484,4.46662712,4.053111336,2.150559677,0.097610797,8.954428984,7.813268142,2.432959407,0.831877241,3.528571319,5.337354299,6.521992956,0,3.564378169,3.285402219,4.833396134,3.155425432,2.693765712,1,3.087462841,0.86393845,3.023255352,0.070389328,6.447413892,1.269033146,4.089159132,0.070389328,0.298658316,3.658782734,2.780310099,0.084064265,0.799087306,0,4.35473424,3.866907978,1.883620816,0.855989697,1.526068812,0.028569152,8.85570945,3.313245852,10.09539702,4.178714641,1.650764559,3.450221496,3.344828497,3.931683057,3.887525271,2.568032105,2.304511042,5.726013749,4.448900951,6.218587452,4.587964989,5.159467729,0.042644337,3.344828497,0.454175893,4.484782623,5.478324711,1.327687364,5.24830712,6.721782768,4.873321063,0.028569152,7.533407608,3.189033824,4.13996057,5.500483401,0.014355293,0.014355293,0.084064265,5.702103407,3.399171094,2.538538164,0.097610797,4.219555769,3.275007048,2.464668267,0.189033824,0.028569152,0.124328135,3.816599707,0,0.443606651,6.859224162,2.655351829,3.005399988,2.03562391,4.361768359,4.72410452,2.776103988,4.816599707,8.739240553,5.282069075,5.570766497,4.503984704,8.233811384,4.850999395,2.976363636,0.124328135,0.333423734,4.7382274,2.430285273,5.269407241,4.221103725,5.113950482,0.321928095,3.969012308,4.371558863,3.934516502,0.163498732,3.168321116,2.100977648,0.286881148,5.754085782,0.150559677,0.097610797,5.985044962,1.063502942,7.13944903,0.042644337,3.744161096,0.056583528,1.673556424,8.019757504,0.475084883,2.771885579,3.555816155,4.306699707,1.86393845,2.46727948,5.401903472,1.819668184,0.176322773,5.997292408,7.506525779,4.269781238,1.627606838,0.070389328,6.400196342,2.464668267,4.322649262,2.914564523,3.482848283,3.244887059,0.5360529,1.608809243,3.528571319,1.244887059,1.298658316,2.056583528,4.077242999,3.026800059,3.77925972,2.851998837,3.438292852,4.800641097,0.014355293,3.922197848,1.555816155,0.22650853,4.177917792,6.817879032,5.522620761,3.800123353,3.859969548,10.95985708,3.881664619,1.13093087,5.04701482,6.485909792,4.207892852,0,2.049630768,6.322649262,5.084489525,2.14404637,5.85623876,4.049630768,7.827882522,3.257010618,3.260025656,1.521050737,1.744161096,2.49057013,5.192588722,2.153805336,0.214124805,5.411765185,2.257010618,1.839959587,3.816599707,0.084064265,1.163498732,3.967168608,1.59454855,3.7473874,7.11050941,3.22650853,10.51894816,0.070389328,0.070389328,3.099295204,2.336283388,1.910732662,0.097610797,0.028569152,3.94673086,3.781359714,0.545968369,1.807354922,1.097610797,4.553360503,3.116031993,0.344828497,0,0.097610797,3.03562391,3.95419631,0.475084883,4.044394119,0.084064265,0.86393845,4.595145568,4.397802962,4.305240966,3.496973581,1.454175893,3.381283373,2.733354341,4.287620044,7.840400288,0.23878686,3.129283017,0.176322773,1.555816155,4.076388069,2.070389328,0.722466024,0.344828497,3.17951105,1.641546029,3.416839742,3.300123725,3.534808661,0.275007048,7.515699838,4.111865964,8.619963161,6.852997588,7.254839661,7.953789041,0.028569152,3.683696454,5.633721813,0.201633861,1.432959407,1.063502942,8.254509012,4.621758857,6.504620392,6.652056204,0,0.367371066,0,4.991408467,3.314696526,5.252854626,7.029784146,5.523875551,3.111031312,3.368768349,0.042644337,2.477677328,0.250961574,0,0.604071324,6.169323753,0.028569152,11.81614367,5.456806149,1.182692298,1.967168608,0.014355293,2.508428653,0,0.028569152,3.092545742,3.588564737,4.734980523,0,0.042644337,9.651015803,5.415826257,0.722466024,3.192194165,6.811214118,5.639810978,4.10349764,0,4.076388069,5.432625411,3.895302621,2.906890596,3.699329526,1.883620816,5.198494154,0.432959407,3.89917563,0.659924558,0.097610797,0,1.500802053,4.531693361,0.432959407,0.150559677,4.032982417,6.564683017,5.336640446,7.160779041,0.90303827,2.422233001,3.460742564,4.022367813,1.952333566,5.421223299,4.514753498,2.680324357,0.070389328,5.402926781,2.843983844,4.077242999,4.766595162,5.915281866,0.344828497,2.253989266,4.753818443,2.807354922,3.097610797,2.10433666,6.483332111,1.839959587,3.66106548,4.274261661,5.239168879,3.716990894,5.897966432,2.192194165,6.850374391,5.319401167,5.160678213,0.014355293,4.384049807,1.98550043,3.925999419,1.304511042,0,0,6.463524373,3.704871964,3.981852653,4.424922088,7.02613609,3.436961338,0.150559677,0.124328135,0.286881148,3.590961241,4.058316496,9.055309554,4.827819025,5.282069075,0.378511623,0.344828497,3.092545742,1.906890596,0.028569152,1.15704371,10.46107011,0.807354922,4.106850796,0.910732662,6.891540703,1.887525271,0.137503524,2.86393845,1.895302621,0.263034406,0.443606651,0.097610797,5.084489525,0.056583528,7.526851312,2.307428525,4.053980168,0.014355293,1.713695815,2.150559677,4.189033824,0.432959407,0.097610797,3.495695163,0.704871964,5.362119167,1.839959587,0.070389328,4.676944359,7.172727518,1.220329955,4.388189537,0.176322773,2.577730931,0.014355293,0,0.622930351,10.17816685,5.075532631,0.443606651,2.169925001,0,4.62935662,3.347665656,4.767654798,0.613531653,3.982765463,0.056583528,5.561020578,4.770829046,1.195347598,2.709290636,2.333423734,0.028569152,0.097610797,0.028569152,2.596935142,2.639232163,5.475084883,10.21565433,3.443606651,4.314696526,7.032872249,2.560714954,5.794415866,5.304511042,3.827819025,3.370164281,2.659924558,0.014355293,0.214124805,0.575312331,0.124328135,0.250961574,0,0.014355293,5.820178962,3.931683057,6.193180354,4.43496176,0.028569152,0.097610797,5.126807703,0.028569152,1.485426827,4.915042791,5.403608584,0.214124805,4.435628594,4.393004257,0,0.084064265,6.231317197,4.35473424,2.070389328,1.981852653,4.084064265,4.634593268,5.671576448,5.525442506,0.056583528,2.195347598,0.124328135,5.811214118,3.590961241,1.550900665
